Risk,Return,Type
2.5,1.46,Fixed Income_IG_Corporate
2.5,1.33,Fixed Income_IG_Corporate
2.5,0.99,Fixed Income_IG_Corporate
2.49,1.34,Fixed Income_IG_Corporate
2.46,1.73,Fixed Income_IG_Corporate
2.46,1.27,Fixed Income_IG_Corporate
2.43,1.33,Fixed Income_IG_Corporate
2.43,1.04,Fixed Income_IG_Corporate
2.41,-2.35,Fixed Income_IG_Corporate
2.4,-3.76,Fixed Income_IG_Corporate
2.39,2.82,Fixed Income_IG_Corporate
2.37,2.91,Fixed Income_IG_Corporate
2.37,3.09,Fixed Income_IG_Corporate
2.36,2.76,Fixed Income_IG_Corporate
2.36,1.4,Fixed Income_IG_Corporate
2.35,1.24,Fixed Income_IG_Corporate
2.3,0.89,Fixed Income_IG_Corporate
2.3,0.76,Fixed Income_IG_Corporate
2.29,0.8,Fixed Income_IG_Corporate
2.28,0.54,Fixed Income_IG_Corporate
2.28,1.16,Fixed Income_IG_Corporate
2.26,0.6,Fixed Income_IG_Corporate
2.25,0.45,Fixed Income_IG_Corporate
2.24,0.57,Fixed Income_IG_Corporate
2.22,0.63,Fixed Income_IG_Corporate
2.21,-0.81,Fixed Income_IG_Corporate
2.21,0.34,Fixed Income_IG_Corporate
2.21,-0.93,Fixed Income_IG_Corporate
2.19,0.3,Fixed Income_IG_Corporate
2.18,0.87,Fixed Income_IG_Corporate
2.17,0.62,Fixed Income_IG_Corporate
2.16,-0.58,Fixed Income_IG_Corporate
1.57,1.36,Fixed Income_IG_Corporate
1.57,5.57,Fixed Income_IG_Corporate
1.56,2.4,Fixed Income_IG_Corporate
1.56,1.09,Fixed Income_IG_Corporate
1.55,3.32,Fixed Income_IG_Corporate
1.54,-0.74,Fixed Income_IG_Corporate
1.54,1.16,Fixed Income_IG_Corporate
1.54,1.9,Fixed Income_IG_Corporate
1.53,1.71,Fixed Income_IG_Corporate
1.51,1.61,Fixed Income_IG_Corporate
1.5,2.92,Fixed Income_IG_Corporate
1.49,3.03,Fixed Income_IG_Corporate
1.47,1.27,Fixed Income_IG_Corporate
1.47,-1.91,Fixed Income_IG_Corporate
1.46,-0.05,Fixed Income_IG_Corporate
1.46,-1.74,Fixed Income_IG_Corporate
1.45,1.83,Fixed Income_IG_Corporate
1.41,-0.32,Fixed Income_IG_Corporate
1.39,0.96,Fixed Income_IG_Corporate
1.38,2.24,Fixed Income_IG_Corporate
1.37,1.92,Fixed Income_IG_Corporate
1.32,2.21,Fixed Income_IG_Corporate
1.32,2.04,Fixed Income_IG_Corporate
1.31,2.01,Fixed Income_IG_Corporate
1.3,2,Fixed Income_IG_Corporate
1.29,2.16,Fixed Income_IG_Corporate
1.28,1.98,Fixed Income_IG_Corporate
1.26,2.16,Fixed Income_IG_Corporate
1.26,1.71,Fixed Income_IG_Corporate
1.23,1.57,Fixed Income_IG_Corporate
1.23,2.93,Fixed Income_IG_Corporate
1.22,1.3,Fixed Income_IG_Corporate
1.19,2.8,Fixed Income_IG_Corporate
1.18,2.22,Fixed Income_IG_Corporate
1.17,0.75,Fixed Income_IG_Corporate
1.16,0.68,Fixed Income_IG_Corporate
1.15,0.56,Fixed Income_IG_Corporate
1.14,1.47,Fixed Income_IG_Corporate
1.12,1.19,Fixed Income_IG_Corporate
1.11,0.2,Fixed Income_IG_Corporate
1.11,0.2,Fixed Income_IG_Corporate
1.11,0.6,Fixed Income_IG_Corporate
1.07,0.05,Fixed Income_IG_Corporate
1.07,0.15,Fixed Income_IG_Corporate
1.05,0.76,Fixed Income_IG_Corporate
2.15,16.01,Fixed Income_High Yield
2.13,8.67,Fixed Income_High Yield
3.45,0.9,Fixed Income_High Yield
3.44,0.01,Fixed Income_High Yield
3.43,-3.71,Fixed Income_High Yield
3.42,-0.48,Fixed Income_High Yield
3.41,-0.62,Fixed Income_High Yield
3.41,0.93,Fixed Income_High Yield
3.4,-2.81,Fixed Income_High Yield
3.4,2.38,Fixed Income_High Yield
3.38,2.65,Fixed Income_High Yield
3.37,-1.19,Fixed Income_High Yield
3.36,-1.41,Fixed Income_High Yield
3.35,-0.14,Fixed Income_High Yield
3.34,0.74,Fixed Income_High Yield
3.33,0.25,Fixed Income_High Yield
3.33,0.19,Fixed Income_High Yield
3.32,3.6,Fixed Income_High Yield
3.31,0.44,Fixed Income_High Yield
3.31,0.69,Fixed Income_High Yield
3.3,-0.51,Fixed Income_High Yield
3.29,0.47,Fixed Income_High Yield
3.29,0.77,Fixed Income_High Yield
3.25,4.43,Fixed Income_High Yield
3.24,-0.27,Fixed Income_High Yield
3.23,0.23,Fixed Income_High Yield
3.22,1.1,Fixed Income_High Yield
3.21,0,Fixed Income_High Yield
3.21,1.26,Fixed Income_High Yield
3.19,-1.44,Fixed Income_High Yield
3.17,-2.65,Fixed Income_High Yield
3.15,-0.9,Fixed Income_High Yield
3.15,-0.49,Fixed Income_High Yield
3.14,1.22,Fixed Income_High Yield
3.14,0.14,Fixed Income_High Yield
3.14,3.21,Fixed Income_High Yield
3.13,-0.3,Fixed Income_High Yield
3.11,-1.02,Fixed Income_High Yield
3.1,0.21,Fixed Income_High Yield
3.09,-0.93,Fixed Income_High Yield
3.08,-0.04,Fixed Income_High Yield
3.08,-0.38,Fixed Income_High Yield
3.07,-1.28,Fixed Income_High Yield
3.07,-0.92,Fixed Income_High Yield
1.65,0.97,Fixed Income_High Yield
1.64,1.64,Fixed Income_High Yield
1.6,-0.06,Fixed Income_High Yield
1.95,1.69,Fixed Income_Specific
1.9,4.84,Fixed Income_Specific
1.88,1.36,Fixed Income_Specific
1.87,1.93,Fixed Income_Specific
1.86,2.15,Fixed Income_Specific
1.85,5.52,Fixed Income_Specific
1.84,0.99,Fixed Income_Specific
1.82,1.08,Fixed Income_Specific
1.8,0.49,Fixed Income_Specific
1.77,5.02,Fixed Income_Specific
1.75,1.97,Fixed Income_Specific
1.74,0.54,Fixed Income_Specific
1.73,0.62,Fixed Income_Specific
1.73,0.39,Fixed Income_Specific
1,-0.5,Fixed Income_Specific
0.98,-0.08,Fixed Income_Specific
0.98,-0.2,Fixed Income_Specific
0.98,-1,Fixed Income_Specific
0.95,0.52,Fixed Income_Specific
0.95,1.65,Fixed Income_Specific
0.94,0.46,Fixed Income_Specific
40.77,64.39,Commodities
40.6,-3.95,Commodities
40.42,-1.36,Commodities
40.33,-2.89,Commodities
40.23,-2.2,Commodities
40.06,2.15,Commodities
40,1.42,Commodities
39.9,-1.42,Commodities
39.55,1.22,Commodities
39.32,-0.25,Commodities
39.3,6.09,Commodities
39.29,-1.6,Commodities
39.24,29.09,Commodities
39.11,4.01,Commodities
39,-2.38,Commodities
38.97,6.94,Commodities
38.86,2.7,Commodities
38.69,-0.78,Commodities
38.48,-2.71,Commodities
38.18,26.75,Commodities
38.03,6.87,Commodities
37.98,11.36,Commodities
37.91,3.16,Commodities
35.84,5.82,Commodities_Precious Metals
35.66,1.13,Commodities_Precious Metals
35.62,11.81,Commodities_Precious Metals
35.53,9.97,Commodities_Precious Metals
35.47,10.06,Commodities_Precious Metals
35.35,5.73,Commodities_Precious Metals
35.3,4.82,Commodities_Precious Metals
35.28,10.33,Commodities_Precious Metals
35.19,14.7,Commodities_Precious Metals
35.14,14.65,Commodities_Precious Metals
35.13,6.04,Commodities_Precious Metals
35.11,5.6,Commodities_Precious Metals
35.04,3.69,Commodities_Precious Metals
34.94,-7.14,Commodities_Precious Metals
34.81,17.36,Commodities_Precious Metals
34.81,8.35,Commodities_Precious Metals
34.66,7.18,Commodities_Precious Metals
34.6,-3.1,Commodities_Precious Metals
34.49,7.86,Commodities_Precious Metals
34.42,6.72,Commodities_Precious Metals
34.37,8.6,Commodities_Precious Metals
34.16,23.35,Commodities_Precious Metals
34.06,-12.49,Commodities_Precious Metals
37.87,-0.12,Commodities_Energy
37.87,-4.96,Commodities_Energy
37.83,1.09,Commodities_Energy
37.78,96.03,Commodities_Energy
37.78,99.13,Commodities_Energy
37.72,-1.06,Commodities_Energy
37.69,-4.53,Commodities_Energy
37.41,3.02,Commodities_Energy
37.37,-22.05,Commodities_Energy
37.31,0.98,Commodities_Energy
37.25,-0.92,Commodities_Energy
37.19,-1.06,Commodities_Energy
37.09,6.24,Commodities_Energy
37.07,-22.32,Commodities_Energy
37.01,-14.7,Commodities_Energy
36.89,-8.2,Commodities_Energy
36.63,1.79,Commodities_Industrial Metals
36.37,11.52,Commodities_Industrial Metals
36.33,7.14,Commodities_Industrial Metals
36.3,16.23,Commodities_Industrial Metals
36.11,2.93,Commodities_Industrial Metals
36.07,-1.66,Commodities_Industrial Metals
36.04,14.09,Commodities_Industrial Metals
35.96,35.71,Commodities_Industrial Metals
43.36,11.75,Commodities_Agriculture
43.16,-0.29,Commodities_Agriculture
43.02,-6.46,Commodities_Agriculture
42.93,-1.03,Commodities_Agriculture
42.39,-0.57,Commodities_Agriculture
42.3,9.42,Commodities_Agriculture
42.23,-2.75,Commodities_Agriculture
42.13,6.66,Commodities_Agriculture
41.87,3.25,Commodities_Agriculture
41.7,11.12,Commodities_Agriculture
41.68,-1.91,Commodities_Agriculture
41.6,-5.33,Commodities_Agriculture
41.3,8.89,Commodities_Agriculture
41.29,1.3,Commodities_Agriculture
41.26,-6.18,Commodities_Agriculture
41.23,9.95,Commodities_Agriculture
40.88,-10.08,Commodities_Agriculture
154.83,3.18,Alternatives
85.89,1.6,Alternatives
77.47,0.25,Alternatives
69.06,1.81,Alternatives
68.02,20.66,Alternatives
62.72,5.51,Alternatives
62.31,5.95,Alternatives
61.85,0.14,Alternatives
60.34,-2.2,Alternatives
59.38,0.46,Alternatives
58.69,-9.48,Alternatives
58.26,4.59,Alternatives
57.83,3.64,Alternatives
55.79,-0.01,Alternatives
54.56,6.54,Alternatives
53.51,0.77,Alternatives
52.12,-2.1,Alternatives
51.66,6.11,Alternatives
51.34,7.13,Alternatives
51.12,19.4,Alternatives
50.82,-2.15,Alternatives
50.81,-0.36,Alternatives
50.21,-0.69,Alternatives
49.81,12.32,Alternatives
49.11,3.47,Alternatives
49.06,3.05,Alternatives
48.93,0.79,Alternatives
48.86,4.6,Alternatives
48.46,2.28,Alternatives
48.21,0.83,Alternatives
48.12,5.39,Alternatives
47.35,1.64,Alternatives
46.97,2.43,Alternatives
46.73,0.12,Alternatives
46.42,0.93,Alternatives
46.21,2.4,Alternatives
46.05,0.8,Alternatives
45.86,0.51,Alternatives
45.04,-2.65,Alternatives
44.29,19.11,Alternatives
44.25,-27.7,Alternatives
44.09,-13.43,Alternatives
43.67,-41.84,Alternatives
