Ticker Symbol,Proper Name,ETF Issuer,Asset Class,ETF Launch,ETF Last Expense Ratio,ETF AUM,ETF Focus,ETF Niche,ETF Segment Name,ETF Strategy ,ETF Strategy Cluster,ETF Strategy Group,ETF Selection Criteria,ETF Weighting Scheme
IAK,iShares U.S. Insurance,Blackrock,Equity,05/01/2006,39.0,"337,616,138.5",Financials,Insurance,Equity: U.S. Insurance,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IAPR,Innovator International Developed Power Buffer - April,Innovator,Equity,04/01/2021,85.0,"236,076,000.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Buy-write,Technical,Strategic,Fixed,Fixed
IAT,iShares U.S. Regional Banks,Blackrock,Equity,05/01/2006,40.0,"661,949,317.7",Financials,Regional Banks,Equity: U.S. Regional Banks,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IAU,iShares Gold Trust,Blackrock,Commodities,01/21/2005,25.0,"26,851,181,500.0",Gold,Physically Held,Commodities: Precious Metals Gold,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
IAUF,iShares Gold Strategy,Blackrock,Commodities,06/06/2018,25.0,"46,410,640.0",Gold,Extended Term,Commodities: Precious Metals Gold,Extended Term,Restricted Universe,Idiosyncratic,Fixed,Fixed
IAUM,iShares Gold Trust Micro of Benef Interest,Blackrock,Commodities,06/15/2021,9.0,"897,895,900.0",Gold,Physically Held,Commodities: Precious Metals Gold,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
IBB,iShares Biotechnology,Blackrock,Equity,02/05/2001,45.0,"7,486,562,978.4",Health Care,Biotechnology,Equity: U.S. Biotechnology,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
IBBQ,Invesco Nasdaq Biotechnology,Invesco,Equity,06/11/2021,19.0,"17,330,900.6",Health Care,"Pharma, Biotech & Life Sciences","Equity: U.S. Pharma, Biotech & Life Sciences",Exchange-specific,Restricted Universe,Idiosyncratic,NASDAQ - Listed,Market Cap
IBD,Inspire Corporate Bond,Inspire Investing LLC,Fixed Income,07/10/2017,45.0,"257,488,000.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",ESG,Social Criteria,Idiosyncratic,Principles-based,Equal
IBDO,iShares iBonds Dec 2023 Term Corporate,Blackrock,Fixed Income,03/12/2015,10.0,"2,022,195,840.0",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Ultra-Short Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBDP,iShares iBonds Dec 2024 Term Corporate,Blackrock,Fixed Income,03/11/2015,10.0,"2,502,696,360.0",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Ultra-Short Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBDQ,iShares iBonds Dec 2025 Term Corporate,Blackrock,Fixed Income,03/12/2015,10.0,"2,094,550,850.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBDR,iShares iBonds Dec 2026 Term Corporate,Blackrock,Fixed Income,09/13/2016,10.0,"1,748,991,800.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBDS,iShares iBonds Dec 2027 Term Corporate,Blackrock,Fixed Income,09/12/2017,10.0,"1,427,308,815.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBDT,iShares iBonds Dec 2028 Term Corporate,Blackrock,Fixed Income,09/18/2018,10.0,"999,231,990.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBDU,iShares iBonds Dec 2029 Term Corporate,Blackrock,Fixed Income,09/17/2019,10.0,"663,162,390.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBDV,iShares iBonds Dec 2030 Term Corporate,Blackrock,Fixed Income,06/23/2020,10.0,"421,727,410.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBDW,iShares iBonds Dec 2031 Term Corporate,Blackrock,Fixed Income,06/22/2021,10.0,"430,144,050.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBDX,iShares iBonds Dec 2032 Term Corporate,Blackrock,Fixed Income,06/28/2022,7.0,"207,548,685.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBDY,iShares iBonds Dec 2033 Term Corporate,Blackrock,Fixed Income,06/21/2023,10.0,"21,088,075.0",Investment Grade,Long-Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBET,iBET Sports Betting and Gaming,Inherent Wealth Fund LLC,Equity,11/16/2021,79.0,"723,107.0",Consumer Discretionary,Casinos & Gaming,Equity: Global Casinos & Gaming,Active,Active,Active,Proprietary,Proprietary
IBHC,iShares iBonds 2023 Term High Yield & Income,Blackrock,Fixed Income,05/07/2019,35.0,"182,244,370.0",High Yield,Ultra-Short Term,"Fixed Income: U.S. - Corporate, Broad-based High Yield Ultra-Short Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBHD,iShares iBonds 2024 Term High Yield & Income,Blackrock,Fixed Income,05/07/2019,35.0,"358,953,650.0",High Yield,Ultra-Short Term,"Fixed Income: U.S. - Corporate, Broad-based High Yield Ultra-Short Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBHE,iShares iBonds 2025 Term High Yield & Income,Blackrock,Fixed Income,05/07/2019,35.0,"232,503,010.0",High Yield,Short-Term,"Fixed Income: U.S. - Corporate, Broad-based High Yield Short-Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBHF,iShares iBonds 2026 Term High Yield and Income,Blackrock,Fixed Income,11/10/2020,35.0,"106,797,160.0",High Yield,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBHG,iShares iBonds 2027 Term High Yield and Income,Blackrock,Fixed Income,07/07/2021,35.0,"37,029,230.0",High Yield,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBHH,iShares iBonds 2028 Term High Yield and Income,Blackrock,Fixed Income,03/08/2022,35.0,"15,787,660.0",High Yield,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBHI,iShares iBonds 2029 Term High Yield and Income,Blackrock,Fixed Income,03/08/2022,35.0,"8,900,120.0",High Yield,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBHJ,iShares iBonds 2030 Term High Yield and Income,Blackrock,Fixed Income,06/23/2023,35.0,"10,095,240.0",High Yield,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBLC,iShares Blockchain and Tech,Blackrock,Equity,04/25/2022,47.0,"8,305,695.0",Theme,Blockchain,Equity: Global Blockchain,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IBML,iShares iBonds Dec 2023 Term Muni Bond,Blackrock,Fixed Income,04/11/2017,18.0,"442,874,365.0",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Ultra-Short-Term",Bullet Maturity,Vanilla,Vanilla,AMT-Free,Market Value
IBMM,iShares iBonds Dec 2024 Term Muni Bond,Blackrock,Fixed Income,03/20/2018,18.0,"508,074,820.0",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Ultra-Short-Term",Bullet Maturity,Vanilla,Vanilla,AMT-Free,Market Value
IBMN,iShares iBonds Dec 2025 Term Muni Bond,Blackrock,Fixed Income,11/13/2018,18.0,"493,943,680.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",Bullet Maturity,Vanilla,Vanilla,AMT-Free,Market Value
IBMO,iShares iBonds Dec 2026 Term Muni Bond,Blackrock,Fixed Income,04/02/2019,18.0,"313,427,500.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,AMT-Free,Market Value
IBMP,iShares iBonds Dec 2027 Term Muni Bond,Blackrock,Fixed Income,04/09/2019,18.0,"274,769,300.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,AMT-Free,Market Value
IBMQ,iShares iBonds Dec 2028 Term Muni Bond,Blackrock,Fixed Income,04/16/2019,18.0,"189,254,440.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,AMT-Free,Market Value
IBMR,iShares iBonds Dec 2029 Term Muni Bond,Blackrock,Fixed Income,05/09/2023,18.0,"4,903,240.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,AMT-Free,Market Value
IBND,SPDR Bloomberg International Corporate Bond,State Street,Fixed Income,05/19/2010,50.0,"238,011,782.4",Investment Grade,Broad Maturities,"Fixed Income: Global Ex-U.S. - Corporate, Broad-based Investment Grade",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IBOT,Vaneck Robotics,VanEck,Equity,04/05/2023,47.0,"2,824,656.8",Theme,Robotics & AI,Equity: Global Robotics & AI,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
IBRN,iShares Neuroscience and Healthcare,Blackrock,Equity,08/24/2022,47.0,"4,607,400.0",Health Care,"Pharma, Biotech & Life Sciences","Equity: Global Pharma, Biotech & Life Sciences",Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IBTD,iShares iBonds Dec 2023 Term Treasury,Blackrock,Fixed Income,02/25/2020,7.0,"2,833,553,240.0",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBTE,iShares iBonds Dec 2024 Term Treasury,Blackrock,Fixed Income,02/25/2020,7.0,"2,431,453,505.0",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBTF,iShares iBonds Dec 2025 Term Treasury,Blackrock,Fixed Income,02/25/2020,7.0,"1,449,576,905.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBTG,iShares iBonds Dec 2026 Term Treasury,Blackrock,Fixed Income,02/25/2020,7.0,"368,485,950.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBTH,iShares iBonds Dec 2027 Term Treasury,Blackrock,Fixed Income,02/25/2020,7.0,"254,922,360.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBTI,iShares iBonds Dec 2028 Term Treasury,Blackrock,Fixed Income,02/25/2020,7.0,"139,921,280.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBTJ,iShares iBonds Dec 2029 Term Treasury,Blackrock,Fixed Income,02/25/2020,7.0,"83,506,020.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBTK,iShares iBonds Dec 2030 Term Treasury,Blackrock,Fixed Income,07/14/2020,7.0,"91,093,520.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBTL,iShares iBonds Dec 2031 Term Treasury,Blackrock,Fixed Income,07/13/2021,7.0,"85,915,875.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBTM,iShares iBonds Dec 2032 Term Treasury,Blackrock,Fixed Income,07/06/2022,7.0,"102,412,800.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBTO,iShares iBonds Dec 2033 Term Treasury,Blackrock,Fixed Income,06/27/2023,7.0,"30,510,125.0",Investment Grade,Long-Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Long-Term",Bullet Maturity,Vanilla,Vanilla,Maturity,Market Value
IBUY,Amplify Online Retail,Amplify Investments,Equity,04/20/2016,65.0,"200,113,000.0",Consumer Discretionary,Broadline Retail,Equity: Global Broadline Retail,Equal,Arbitrary Weighting,Idiosyncratic,Market Cap,Tiered
ICAP,InfraCap Equity Income Fund,Virtus Investment Partners,Equity,12/29/2021,171.0,"48,677,660.0",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
ICF,iShares Cohen & Steers REIT,Blackrock,Equity,01/29/2001,33.0,"2,167,815,341.3",Real Estate,REITs,Equity: U.S. REITs,Fundamental,Bottom-up,Strategic,Committee,Market Cap
ICLN,iShares Global Clean Energy,Blackrock,Equity,06/24/2008,41.0,"3,480,951,950.0",Theme,Renewable Energy,Equity: Global Renewable Energy,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
ICLO,Invesco AAA CLO Floating Rate Note,Invesco,Fixed Income,12/09/2022,26.0,"33,238,425.6",Investment Grade,Floating Rate,"Fixed Income: U.S. - Corporate, Bank Loans Investment Grade Floating Rate",Active,Active,Active,Proprietary,Proprietary
ICOP,iShares Copper and Metals Mining,Blackrock,Equity,06/23/2023,47.0,"4,906,060.0",Materials,Copper Miners,Equity: Global Copper Miners,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
ICOW,Pacer Developed Markets International Cash Cows 100,Pacer Advisors,Equity,06/16/2017,65.0,"754,464,150.0",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Fundamental
ICSH,BlackRock Ultra Short-Term Bond,Blackrock,Fixed Income,12/11/2013,8.0,"6,109,448,000.0",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Ultra-Short Term",Active,Active,Active,Proprietary,Proprietary
ICVT,iShares Convertible Bond,Blackrock,Fixed Income,06/02/2015,20.0,"1,479,524,545.0",Broad Credit,Broad Maturities,"Fixed Income: U.S. - Corporate, Convertible",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IDAT,iShares Future Cloud 5G and Tech,Blackrock,Equity,06/08/2021,47.0,"5,918,952.0",Information Technology,Internet Services & Infrastructure,Equity: Global Internet Services & Infrastructure,Fundamental,Bottom-up,Strategic,Market Cap,Tiered
IDEV,iShares Core MSCI International Developed Markets,Blackrock,Equity,03/21/2017,4.0,"11,105,573,880.0",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IDHQ,Invesco S&P International Developed High Quality,Invesco,Equity,06/13/2007,29.0,"182,954,000.0",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Fundamental,Bottom-up,Strategic,Fundamental,Fundamental
IDLV,Invesco S&P International Developed Low Volatility,Invesco,Equity,01/13/2012,25.0,"588,576,900.0",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Low Volatility,Technical,Strategic,Volatility,Volatility
IDMO,Invesco S&P International Developed Momentum,Invesco,Equity,02/24/2012,25.0,"59,067,750.0",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Momentum,Technical,Strategic,Momentum,Momentum
IDNA,iShares Genomics Immunology and Healthcare,Blackrock,Equity,06/11/2019,47.0,"134,089,795.0",Theme,Genomic Advancements,Equity: Global Genomic Advancements,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IDOG,ALPS International Sector Dividend Dogs,SS&C,Equity,06/27/2013,50.0,"222,137,750.0",Large Cap,Broad-based,Equity: Developed Markets Ex-U.S.  -  Large Cap,Dividends,Bottom-up,Strategic,Dividends,Equal
IDRV,iShares Self-driving EV & Tech,Blackrock,Equity,04/16/2019,47.0,"426,698,880.0",Theme,Mobility,Equity: Global Mobility,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IDU,iShares U.S. Utilities,Blackrock,Equity,06/12/2000,40.0,"825,216,477.8",Utilities,Broad-based,Equity: U.S. Utilities,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IDUB,Aptus International Enhanced Yield,Aptus Capital Advisors,Equity,07/22/2021,45.0,"127,464,255.0",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
IDV,iShares International Select Dividend,Blackrock,Equity,06/11/2007,51.0,"4,534,938,660.0",High Dividend Yield,Broad-based,Equity: Developed Markets Ex-U.S.  -  High Dividend Yield,Dividends,Bottom-up,Strategic,Dividends,Dividends
IDVO,Amplify International Enhanced Dividend Income,Amplify Investments,Equity,09/08/2022,65.0,"42,064,227.5",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
IDX,VanEck Indonesia Index,VanEck,Equity,01/15/2009,57.0,"33,621,715.0",Total Market,Broad-based,Equity: Indonesia  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IEDI,iShares U.S. Consumer Focused,Blackrock,Equity,03/21/2018,18.0,"14,304,668.4",Consumer Discretionary,Broad-based,Equity: U.S. Consumer Discretionary,Active,Active,Active,Proprietary,Proprietary
IEF,iShares 7-10 Year Treasury Bond,Blackrock,Fixed Income,07/22/2002,15.0,"28,468,107,900.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IEFA,iShares Core MSCI EAFE,Blackrock,Equity,10/18/2012,7.0,"98,339,305,000.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IEI,iShares 3-7 Year Treasury Bond,Blackrock,Fixed Income,01/05/2007,15.0,"13,499,433,360.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IEMG,iShares Core MSCI Emerging Markets,Blackrock,Equity,10/18/2012,9.0,"71,201,629,560.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IEO,iShares U.S. Oil & Gas Exploration & Production,Blackrock,Equity,05/01/2006,40.0,"718,080,101.6",Energy,Oil & Gas Exploration & Production,Equity: U.S. Oil & Gas Exploration & Production,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IETC,iShares U.S. Tech Independence Focused,Blackrock,Equity,03/21/2018,18.0,"159,668,401.2",Information Technology,Broad-based,Equity: U.S. Information Technology,Active,Active,Active,Proprietary,Proprietary
IEUR,iShares Core MSCI Europe,Blackrock,Equity,06/10/2014,9.0,"4,136,278,570.0",Total Market,Broad-based,Equity: Developed Europe  - Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IEUS,iShares MSCI Europe Small-Cap,Blackrock,Equity,11/12/2007,40.0,"120,325,190.0",Small Cap,Broad-based,Equity: Developed Europe  - Small Cap,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IEV,iShares Europe,Blackrock,Equity,07/25/2000,67.0,"1,666,906,400.0",Large Cap,Broad-based,Equity: Developed Europe  - Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
IEZ,iShares U.S. Oil Equipment & Services,Blackrock,Equity,05/01/2006,40.0,"208,452,026.1",Energy,Oil & Gas Equipment & Services,Equity: U.S. Oil & Gas Equipment & Services,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IFED,ETRACS IFED Invest with the Fed TR Index ETN,UBS,Equity,09/14/2021,45.0,"59,965,000.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Fundamental,Bottom-up,Strategic,Fundamental,Fundamental
IFGL,iShares International Developed Real Estate,Blackrock,Equity,11/12/2007,48.0,"129,139,200.0",Real Estate,Broad-based,Equity: Developed Markets Ex-U.S. Real Estate,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IFRA,iShares U.S. Infrastructure,Blackrock,Equity,04/03/2018,30.0,"2,154,763,444.0",Theme,Infrastructure,Equity: U.S. Infrastructure,Fundamental,Bottom-up,Strategic,Revenue,Tiered
IFV,First Trust Dorsey Wright International Focus 5,First Trust,Equity,07/22/2014,106.0,#N/A,Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Tiered
IG,Principal Investment Grade Corporate Active,Principal,Fixed Income,04/18/2018,19.0,"51,687,755.3",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",Active,Active,Active,Proprietary,Proprietary
IGBH,iShares Interest Rate Hedged Long-Term Corporate Bond,Blackrock,Fixed Income,07/22/2015,16.0,"61,153,080.0",Investment Grade,Long-Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",Duration Hedged,Bottom-up,Strategic,Fixed,Fixed
IGE,iShares North American Natural Resources,Blackrock,Equity,10/22/2001,41.0,"590,670,403.8",Theme,Natural Resources,Equity: North America Natural Resources,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IGEB,iShares Investment Grade Bond Factor,Blackrock,Fixed Income,07/11/2017,18.0,"253,067,920.0",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",Multi-factor,Hybrid,Strategic,Multi-Factor,Multi-Factor
IGF,iShares Global Infrastructure,Blackrock,Equity,12/10/2007,41.0,"3,662,830,500.0",Theme,Infrastructure,Equity: Global Infrastructure,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
IGHG,ProShares Investment Grade-Interest Rate Hedged,ProShares,Fixed Income,11/05/2013,30.0,"284,187,053.8",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",Duration Hedged,Bottom-up,Strategic,Market Value,Market Value
IGIB,iShares 5-10 Year Investment Grade Corporate Bond,Blackrock,Fixed Income,01/05/2007,4.0,"11,435,941,275.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IGLB,iShares 10+ Year Investment Grade Corporate Bond,Blackrock,Fixed Income,12/08/2009,4.0,"2,057,832,880.0",Investment Grade,Long-Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IGLD,FT Cboe Vest Gold Strategy Target Income,First Trust,Commodities,03/02/2021,85.0,"76,076,038.0",Gold,Physically Held,Commodities: Precious Metals Gold,Buy-write,Technical,Strategic,Fixed,Fixed
IGM,iShares Expanded Tech Sector,Blackrock,Equity,03/13/2001,41.0,"3,318,990,319.4",Theme,Broad Technology,Equity: North America Broad Technology,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IGN,iShares North American Tech-Multimedia Networking,Blackrock,Equity,07/10/2001,41.0,"57,319,973.6",Information Technology,Communications Equipment,Equity: North America Communications Equipment,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IGOV,iShares International Treasury Bond,Blackrock,Fixed Income,01/21/2009,35.0,"1,193,856,450.0",Investment Grade,Broad Maturities,"Fixed Income: Developed Markets Ex-U.S. Government, Treasury Investment Grade",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IGPT,Invesco AI and Next Gen Software,Invesco,Equity,06/23/2005,56.0,"176,917,400.0",Information Technology,Software,Equity: Global Software,Vanilla,Vanilla,Vanilla,Market Cap,Revenue
IGRO,iShares International Dividend Growth,Blackrock,Equity,05/17/2016,15.0,"639,712,320.0",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Fundamental,Bottom-up,Strategic,Fundamental,Dividends
IGSB,iShares 1-5 Year Investment Grade Corporate Bond,Blackrock,Fixed Income,01/05/2007,4.0,"22,909,951,290.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IGTR,Innovator Gradient Tactical Rotation Strategy,Innovator,Equity,11/17/2022,80.0,"213,977,190.0",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
IGV,iShares Expanded Tech-Software Sector,Blackrock,Equity,07/10/2001,41.0,"6,662,179,670.0",Information Technology,Software,Equity: North America Software,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IHAK,iShares Cybersecurity & Tech,Blackrock,Equity,06/11/2019,47.0,"607,529,340.0",Theme,Cybersecurity,Equity: Global Cybersecurity,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IHDG,WisdomTree International Hedged Quality Dividend Growth Fund,WisdomTree,Equity,05/07/2014,58.0,"1,722,660,475.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Dividends
IHE,iShares U.S. Pharmaceuticals,Blackrock,Equity,05/01/2006,40.0,"390,531,918.8",Health Care,Pharmaceuticals,Equity: U.S. Pharmaceuticals,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IHF,iShares U.S. Healthcare Providers,Blackrock,Equity,05/01/2006,39.0,"938,527,658.8",Health Care,Health Care Providers & Services,Equity: U.S. Health Care Providers & Services,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IHI,iShares U.S. Medical Devices,Blackrock,Equity,05/01/2006,40.0,"5,697,239,862.1",Health Care,Health Care Equipment,Equity: U.S. Health Care Equipment,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IHY,VanEck International High Yield Bond,VanEck,Fixed Income,04/02/2012,40.0,"51,873,900.0",High Yield,Broad Maturities,"Fixed Income: Global Ex-U.S. - Corporate, Broad-based High Yield",Vanilla,Vanilla,Vanilla,Developed Mkt. Currencies,Market Value
IHYF,Invesco High Yield Bond Factor,Invesco,Fixed Income,12/02/2020,39.0,"38,469,381.6",High Yield,Broad Maturities,"Fixed Income: U.S. - Broad Market, Broad-based High Yield",Active,Active,Active,Proprietary,Proprietary
